Date,Severity,Crashes
2/1/2020,Property Damage Only,106
2/1/2020,Minor Injury,11
2/1/2020,Possible/Unknown,26
2/2/2020,Property Damage Only,63
2/2/2020,Minor Injury,10
2/2/2020,Major Injury,2
2/2/2020,Fatal,1
2/2/2020,Possible/Unknown,12
2/3/2020,Property Damage Only,93
2/3/2020,Minor Injury,10
2/3/2020,Major Injury,1
2/3/2020,Possible/Unknown,18
2/4/2020,Property Damage Only,61
2/4/2020,Minor Injury,3
2/4/2020,Major Injury,1
2/4/2020,Possible/Unknown,16
2/5/2020,Property Damage Only,60
2/5/2020,Minor Injury,6
2/5/2020,Major Injury,4
2/5/2020,Possible/Unknown,14
2/6/2020,Property Damage Only,98
2/6/2020,Minor Injury,11
2/6/2020,Major Injury,1
2/6/2020,Possible/Unknown,19
2/7/2020,Property Damage Only,140
2/7/2020,Minor Injury,22
2/7/2020,Major Injury,4
2/7/2020,Possible/Unknown,43
2/8/2020,Property Damage Only,86
2/8/2020,Minor Injury,11
2/8/2020,Major Injury,2
2/8/2020,Possible/Unknown,18
2/9/2020,Property Damage Only,80
2/9/2020,Minor Injury,7
2/9/2020,Possible/Unknown,13
2/10/2020,Property Damage Only,100
2/10/2020,Minor Injury,6
2/10/2020,Major Injury,2
2/10/2020,Possible/Unknown,18
2/11/2020,Property Damage Only,98
2/11/2020,Minor Injury,16
2/11/2020,Major Injury,1
2/11/2020,Possible/Unknown,15
2/12/2020,Property Damage Only,160
2/12/2020,Minor Injury,14
2/12/2020,Major Injury,6
2/12/2020,Possible/Unknown,31
2/13/2020,Property Damage Only,162
2/13/2020,Minor Injury,7
2/13/2020,Major Injury,1
2/13/2020,Fatal,1
2/13/2020,Possible/Unknown,35
2/14/2020,Property Damage Only,140
2/14/2020,Minor Injury,14
2/14/2020,Major Injury,3
2/14/2020,Possible/Unknown,32
2/15/2020,Property Damage Only,87
2/15/2020,Minor Injury,8
2/15/2020,Fatal,1
2/15/2020,Possible/Unknown,23
2/16/2020,Property Damage Only,53
2/16/2020,Minor Injury,8
2/16/2020,Major Injury,2
2/16/2020,Fatal,1
2/16/2020,Possible/Unknown,12
2/17/2020,Property Damage Only,108
2/17/2020,Minor Injury,12
2/17/2020,Major Injury,2
2/17/2020,Possible/Unknown,30
2/18/2020,Property Damage Only,105
2/18/2020,Minor Injury,12
2/18/2020,Major Injury,4
2/18/2020,Possible/Unknown,14
2/19/2020,Property Damage Only,98
2/19/2020,Minor Injury,12
2/19/2020,Major Injury,1
2/19/2020,Fatal,2
2/19/2020,Possible/Unknown,24
2/20/2020,Property Damage Only,98
2/20/2020,Minor Injury,7
2/20/2020,Major Injury,4
2/20/2020,Fatal,3
2/20/2020,Possible/Unknown,24
2/21/2020,Property Damage Only,101
2/21/2020,Minor Injury,8
2/21/2020,Major Injury,4
2/21/2020,Fatal,1
2/21/2020,Possible/Unknown,30
2/22/2020,Property Damage Only,95
2/22/2020,Minor Injury,14
2/22/2020,Major Injury,2
2/22/2020,Fatal,1
2/22/2020,Possible/Unknown,18
2/23/2020,Property Damage Only,82
2/23/2020,Minor Injury,9
2/23/2020,Major Injury,3
2/23/2020,Fatal,2
2/23/2020,Possible/Unknown,16
2/24/2020,Property Damage Only,75
2/24/2020,Minor Injury,8
2/24/2020,Fatal,1
2/24/2020,Possible/Unknown,15
2/25/2020,Property Damage Only,59
2/25/2020,Minor Injury,8
2/25/2020,Major Injury,2
2/25/2020,Fatal,1
2/25/2020,Possible/Unknown,16
2/26/2020,Property Damage Only,89
2/26/2020,Minor Injury,7
2/26/2020,Major Injury,2
2/26/2020,Possible/Unknown,16
2/27/2020,Property Damage Only,91
2/27/2020,Minor Injury,12
2/27/2020,Major Injury,1
2/27/2020,Possible/Unknown,20
2/28/2020,Property Damage Only,107
2/28/2020,Minor Injury,10
2/28/2020,Possible/Unknown,22
2/29/2020,Property Damage Only,89
2/29/2020,Minor Injury,13
2/29/2020,Major Injury,3
2/29/2020,Possible/Unknown,23
3/1/2020,Property Damage Only,62
3/1/2020,Minor Injury,5
3/1/2020,Major Injury,2
3/1/2020,Fatal,1
3/1/2020,Possible/Unknown,17
3/2/2020,Property Damage Only,72
3/2/2020,Minor Injury,11
3/2/2020,Major Injury,2
3/2/2020,Possible/Unknown,19
3/3/2020,Property Damage Only,91
3/3/2020,Minor Injury,13
3/3/2020,Major Injury,5
3/3/2020,Possible/Unknown,25
3/4/2020,Property Damage Only,100
3/4/2020,Minor Injury,9
3/4/2020,Major Injury,1
3/4/2020,Fatal,2
3/4/2020,Possible/Unknown,29
3/5/2020,Property Damage Only,81
3/5/2020,Minor Injury,7
3/5/2020,Major Injury,1
3/5/2020,Fatal,1
3/5/2020,Possible/Unknown,27
3/6/2020,Property Damage Only,124
3/6/2020,Minor Injury,14
3/6/2020,Major Injury,2
3/6/2020,Fatal,1
3/6/2020,Possible/Unknown,24
3/7/2020,Property Damage Only,77
3/7/2020,Minor Injury,11
3/7/2020,Major Injury,4
3/7/2020,Fatal,2
3/7/2020,Possible/Unknown,24
3/8/2020,Property Damage Only,68
3/8/2020,Minor Injury,13
3/8/2020,Major Injury,6
3/8/2020,Fatal,1
3/8/2020,Possible/Unknown,16
3/9/2020,Property Damage Only,110
3/9/2020,Minor Injury,12
3/9/2020,Possible/Unknown,33
3/10/2020,Property Damage Only,106
3/10/2020,Minor Injury,12
3/10/2020,Major Injury,1
3/10/2020,Fatal,1
3/10/2020,Possible/Unknown,18
3/11/2020,Property Damage Only,68
3/11/2020,Minor Injury,5
3/11/2020,Major Injury,4
3/11/2020,Possible/Unknown,17
3/12/2020,Property Damage Only,80
3/12/2020,Minor Injury,7
3/12/2020,Major Injury,2
3/12/2020,Possible/Unknown,21
3/13/2020,Property Damage Only,111
3/13/2020,Minor Injury,16
3/13/2020,Major Injury,3
3/13/2020,Fatal,1
3/13/2020,Possible/Unknown,22
3/14/2020,Property Damage Only,101
3/14/2020,Minor Injury,11
3/14/2020,Major Injury,1
3/14/2020,Possible/Unknown,20
3/15/2020,Property Damage Only,55
3/15/2020,Minor Injury,9
3/15/2020,Major Injury,3
3/15/2020,Possible/Unknown,7
3/16/2020,Property Damage Only,81
3/16/2020,Minor Injury,5
3/16/2020,Major Injury,2
3/16/2020,Possible/Unknown,14
3/17/2020,Property Damage Only,62
3/17/2020,Minor Injury,5
3/17/2020,Major Injury,4
3/17/2020,Possible/Unknown,19
3/18/2020,Property Damage Only,78
3/18/2020,Minor Injury,9
3/18/2020,Major Injury,3
3/18/2020,Possible/Unknown,15
3/19/2020,Property Damage Only,65
3/19/2020,Minor Injury,8
3/19/2020,Major Injury,2
3/19/2020,Fatal,1
3/19/2020,Possible/Unknown,20
3/20/2020,Property Damage Only,69
3/20/2020,Minor Injury,6
3/20/2020,Major Injury,3
3/20/2020,Possible/Unknown,17
3/21/2020,Property Damage Only,46
3/21/2020,Minor Injury,6
3/21/2020,Possible/Unknown,9
3/22/2020,Property Damage Only,36
3/22/2020,Minor Injury,6
3/22/2020,Major Injury,1
3/22/2020,Possible/Unknown,8
3/23/2020,Property Damage Only,58
3/23/2020,Minor Injury,6
3/23/2020,Major Injury,1
3/23/2020,Possible/Unknown,14
3/24/2020,Property Damage Only,33
3/24/2020,Minor Injury,4
3/24/2020,Major Injury,2
3/24/2020,Possible/Unknown,7
3/25/2020,Property Damage Only,32
3/25/2020,Minor Injury,8
3/25/2020,Major Injury,2
3/25/2020,Possible/Unknown,6
3/26/2020,Property Damage Only,48
3/26/2020,Minor Injury,8
3/26/2020,Fatal,1
3/26/2020,Possible/Unknown,6
3/27/2020,Property Damage Only,49
3/27/2020,Minor Injury,8
3/27/2020,Major Injury,2
3/27/2020,Possible/Unknown,12
3/28/2020,Property Damage Only,51
3/28/2020,Minor Injury,4
3/28/2020,Possible/Unknown,17
3/29/2020,Property Damage Only,32
3/29/2020,Minor Injury,3
3/29/2020,Major Injury,1
3/29/2020,Possible/Unknown,6
3/30/2020,Property Damage Only,49
3/30/2020,Minor Injury,10
3/30/2020,Major Injury,3
3/30/2020,Possible/Unknown,14
3/31/2020,Property Damage Only,41
3/31/2020,Minor Injury,9
3/31/2020,Major Injury,3
3/31/2020,Fatal,1
3/31/2020,Possible/Unknown,11
4/1/2020,Property Damage Only,40
4/1/2020,Minor Injury,11
4/1/2020,Major Injury,4
4/1/2020,Fatal,1
4/1/2020,Possible/Unknown,11
4/2/2020,Property Damage Only,67
4/2/2020,Minor Injury,12
4/2/2020,Major Injury,3
4/2/2020,Possible/Unknown,7
4/3/2020,Property Damage Only,76
4/3/2020,Minor Injury,16
4/3/2020,Major Injury,3
4/3/2020,Possible/Unknown,16
4/4/2020,Property Damage Only,47
4/4/2020,Minor Injury,6
4/4/2020,Major Injury,1
4/4/2020,Fatal,1
4/4/2020,Possible/Unknown,7
4/5/2020,Property Damage Only,46
4/5/2020,Minor Injury,7
4/5/2020,Major Injury,2
4/5/2020,Possible/Unknown,9
4/6/2020,Property Damage Only,55
4/6/2020,Minor Injury,6
4/6/2020,Major Injury,1
4/6/2020,Possible/Unknown,6
4/7/2020,Property Damage Only,59
4/7/2020,Minor Injury,13
4/7/2020,Major Injury,3
4/7/2020,Fatal,1
4/7/2020,Possible/Unknown,15
4/8/2020,Property Damage Only,52
4/8/2020,Minor Injury,4
4/8/2020,Major Injury,2
4/8/2020,Possible/Unknown,13
4/9/2020,Property Damage Only,40
4/9/2020,Minor Injury,7
4/9/2020,Major Injury,2
4/9/2020,Possible/Unknown,9
4/10/2020,Property Damage Only,63
4/10/2020,Minor Injury,4
4/10/2020,Major Injury,2
4/10/2020,Possible/Unknown,11
4/11/2020,Property Damage Only,44
4/11/2020,Minor Injury,4
4/11/2020,Fatal,1
4/11/2020,Possible/Unknown,9
4/12/2020,Property Damage Only,48
4/12/2020,Minor Injury,4
4/12/2020,Major Injury,2
4/12/2020,Possible/Unknown,16
4/13/2020,Property Damage Only,59
4/13/2020,Minor Injury,3
4/13/2020,Major Injury,3
4/13/2020,Possible/Unknown,6
4/14/2020,Property Damage Only,45
4/14/2020,Minor Injury,7
4/14/2020,Major Injury,2
4/14/2020,Possible/Unknown,7
4/15/2020,Property Damage Only,83
4/15/2020,Minor Injury,9
4/15/2020,Major Injury,3
4/15/2020,Fatal,1
4/15/2020,Possible/Unknown,18
4/16/2020,Property Damage Only,52
4/16/2020,Minor Injury,8
4/16/2020,Major Injury,3
4/16/2020,Possible/Unknown,18
4/17/2020,Property Damage Only,78
4/17/2020,Minor Injury,6
4/17/2020,Fatal,1
4/17/2020,Possible/Unknown,13
4/18/2020,Property Damage Only,49
4/18/2020,Minor Injury,9
4/18/2020,Major Injury,2
4/18/2020,Fatal,1
4/18/2020,Possible/Unknown,7
4/19/2020,Property Damage Only,30
4/19/2020,Minor Injury,8
4/19/2020,Major Injury,3
4/19/2020,Possible/Unknown,4
4/20/2020,Property Damage Only,58
4/20/2020,Minor Injury,6
4/20/2020,Major Injury,2
4/20/2020,Possible/Unknown,14
4/21/2020,Property Damage Only,49
4/21/2020,Minor Injury,13
4/21/2020,Possible/Unknown,22
4/22/2020,Property Damage Only,61
4/22/2020,Minor Injury,12
4/22/2020,Major Injury,3
4/22/2020,Possible/Unknown,16
4/23/2020,Property Damage Only,52
4/23/2020,Minor Injury,7
4/23/2020,Major Injury,2
4/23/2020,Possible/Unknown,19
4/24/2020,Property Damage Only,60
4/24/2020,Minor Injury,7
4/24/2020,Major Injury,4
4/24/2020,Fatal,2
4/24/2020,Possible/Unknown,14
4/25/2020,Property Damage Only,63
4/25/2020,Minor Injury,11
4/25/2020,Major Injury,2
4/25/2020,Possible/Unknown,19
4/26/2020,Property Damage Only,40
4/26/2020,Minor Injury,17
4/26/2020,Major Injury,4
4/26/2020,Fatal,2
4/26/2020,Possible/Unknown,14
4/27/2020,Property Damage Only,63
4/27/2020,Minor Injury,6
4/27/2020,Major Injury,2
4/27/2020,Fatal,1
4/27/2020,Possible/Unknown,19
4/28/2020,Property Damage Only,49
4/28/2020,Minor Injury,10
4/28/2020,Major Injury,3
4/28/2020,Fatal,4
4/28/2020,Possible/Unknown,15
4/29/2020,Property Damage Only,60
4/29/2020,Minor Injury,3
4/29/2020,Major Injury,1
4/29/2020,Possible/Unknown,13
4/30/2020,Property Damage Only,63
4/30/2020,Minor Injury,14
4/30/2020,Major Injury,2
4/30/2020,Possible/Unknown,18
5/1/2020,Property Damage Only,63
5/1/2020,Minor Injury,13
5/1/2020,Major Injury,5
5/1/2020,Possible/Unknown,17
5/2/2020,Property Damage Only,70
5/2/2020,Minor Injury,9
5/2/2020,Major Injury,8
5/2/2020,Fatal,3
5/2/2020,Possible/Unknown,13
5/3/2020,Property Damage Only,49
5/3/2020,Minor Injury,17
5/3/2020,Major Injury,3
5/3/2020,Possible/Unknown,13
5/4/2020,Property Damage Only,60
5/4/2020,Minor Injury,7
5/4/2020,Possible/Unknown,16
5/5/2020,Property Damage Only,60
5/5/2020,Minor Injury,9
5/5/2020,Major Injury,3
5/5/2020,Possible/Unknown,11
5/6/2020,Property Damage Only,63
5/6/2020,Minor Injury,9
5/6/2020,Major Injury,2
5/6/2020,Possible/Unknown,17
5/7/2020,Property Damage Only,73
5/7/2020,Minor Injury,6
5/7/2020,Major Injury,2
5/7/2020,Fatal,1
5/7/2020,Possible/Unknown,15
5/8/2020,Property Damage Only,58
5/8/2020,Minor Injury,4
5/8/2020,Major Injury,5
5/8/2020,Fatal,1
5/8/2020,Possible/Unknown,23
5/9/2020,Property Damage Only,67
5/9/2020,Minor Injury,8
5/9/2020,Major Injury,4
5/9/2020,Fatal,1
5/9/2020,Possible/Unknown,16
5/10/2020,Property Damage Only,43
5/10/2020,Minor Injury,8
5/10/2020,Major Injury,1
5/10/2020,Possible/Unknown,9
5/11/2020,Property Damage Only,48
5/11/2020,Minor Injury,9
5/11/2020,Major Injury,1
5/11/2020,Possible/Unknown,9
5/12/2020,Property Damage Only,61
5/12/2020,Minor Injury,6
5/12/2020,Major Injury,6
5/12/2020,Possible/Unknown,15
5/13/2020,Property Damage Only,60
5/13/2020,Minor Injury,8
5/13/2020,Possible/Unknown,12
5/14/2020,Property Damage Only,70
5/14/2020,Minor Injury,8
5/14/2020,Possible/Unknown,14
5/15/2020,Property Damage Only,82
5/15/2020,Minor Injury,16
5/15/2020,Major Injury,3
5/15/2020,Possible/Unknown,21
5/16/2020,Property Damage Only,78
5/16/2020,Minor Injury,13
5/16/2020,Major Injury,4
5/16/2020,Possible/Unknown,22
5/17/2020,Property Damage Only,56
5/17/2020,Minor Injury,6
5/17/2020,Possible/Unknown,11
5/18/2020,Property Damage Only,70
5/18/2020,Minor Injury,10
5/18/2020,Major Injury,3
5/18/2020,Fatal,3
5/18/2020,Possible/Unknown,13
5/19/2020,Property Damage Only,68
5/19/2020,Minor Injury,9
5/19/2020,Major Injury,2
5/19/2020,Fatal,1
5/19/2020,Possible/Unknown,10
5/20/2020,Property Damage Only,79
5/20/2020,Minor Injury,10
5/20/2020,Major Injury,4
5/20/2020,Possible/Unknown,16
5/21/2020,Property Damage Only,64
5/21/2020,Minor Injury,11
5/21/2020,Major Injury,5
5/21/2020,Fatal,1
5/21/2020,Possible/Unknown,18
5/22/2020,Property Damage Only,80
5/22/2020,Minor Injury,14
5/22/2020,Major Injury,4
5/22/2020,Possible/Unknown,11
5/23/2020,Property Damage Only,75
5/23/2020,Minor Injury,7
5/23/2020,Major Injury,3
5/23/2020,Fatal,3
5/23/2020,Possible/Unknown,11
5/24/2020,Property Damage Only,62
5/24/2020,Minor Injury,7
5/24/2020,Major Injury,3
5/24/2020,Fatal,1
5/24/2020,Possible/Unknown,14
5/25/2020,Property Damage Only,59
5/25/2020,Minor Injury,9
5/25/2020,Major Injury,3
5/25/2020,Fatal,1
5/25/2020,Possible/Unknown,13
5/26/2020,Property Damage Only,98
5/26/2020,Minor Injury,13
5/26/2020,Possible/Unknown,18
5/27/2020,Property Damage Only,72
5/27/2020,Minor Injury,8
5/27/2020,Major Injury,4
5/27/2020,Possible/Unknown,16
5/28/2020,Property Damage Only,94
5/28/2020,Minor Injury,8
5/28/2020,Major Injury,4
5/28/2020,Possible/Unknown,31
5/29/2020,Property Damage Only,100
5/29/2020,Minor Injury,17
5/29/2020,Major Injury,3
5/29/2020,Fatal,2
5/29/2020,Possible/Unknown,13
5/30/2020,Property Damage Only,67
5/30/2020,Minor Injury,9
5/30/2020,Major Injury,2
5/30/2020,Fatal,2
5/30/2020,Possible/Unknown,17
5/31/2020,Property Damage Only,51
5/31/2020,Minor Injury,16
5/31/2020,Major Injury,6
5/31/2020,Possible/Unknown,20
6/1/2020,Property Damage Only,89
6/1/2020,Minor Injury,19
6/1/2020,Major Injury,5
6/1/2020,Fatal,1
6/1/2020,Possible/Unknown,22
6/2/2020,Property Damage Only,92
6/2/2020,Minor Injury,12
6/2/2020,Major Injury,5
6/2/2020,Possible/Unknown,18
6/3/2020,Property Damage Only,95
6/3/2020,Minor Injury,11
6/3/2020,Major Injury,4
6/3/2020,Possible/Unknown,23
6/4/2020,Property Damage Only,100
6/4/2020,Minor Injury,10
6/4/2020,Major Injury,5
6/4/2020,Fatal,2
6/4/2020,Possible/Unknown,18
6/5/2020,Property Damage Only,122
6/5/2020,Minor Injury,19
6/5/2020,Major Injury,4
6/5/2020,Possible/Unknown,31
6/6/2020,Property Damage Only,88
6/6/2020,Minor Injury,12
6/6/2020,Major Injury,4
6/6/2020,Fatal,1
6/6/2020,Possible/Unknown,21
6/7/2020,Property Damage Only,64
6/7/2020,Minor Injury,18
6/7/2020,Major Injury,3
6/7/2020,Possible/Unknown,14
6/8/2020,Property Damage Only,108
6/8/2020,Minor Injury,11
6/8/2020,Major Injury,1
6/8/2020,Fatal,1
6/8/2020,Possible/Unknown,35
6/9/2020,Property Damage Only,97
6/9/2020,Minor Injury,13
6/9/2020,Major Injury,5
6/9/2020,Fatal,1
6/9/2020,Possible/Unknown,18
6/10/2020,Property Damage Only,102
6/10/2020,Minor Injury,16
6/10/2020,Major Injury,2
6/10/2020,Fatal,1
6/10/2020,Possible/Unknown,15
6/11/2020,Property Damage Only,102
6/11/2020,Minor Injury,15
6/11/2020,Major Injury,9
6/11/2020,Possible/Unknown,17
6/12/2020,Property Damage Only,112
6/12/2020,Minor Injury,14
6/12/2020,Major Injury,2
6/12/2020,Fatal,1
6/12/2020,Possible/Unknown,22
6/13/2020,Property Damage Only,89
6/13/2020,Minor Injury,12
6/13/2020,Major Injury,7
6/13/2020,Fatal,1
6/13/2020,Possible/Unknown,16
6/14/2020,Property Damage Only,90
6/14/2020,Minor Injury,14
6/14/2020,Major Injury,2
6/14/2020,Possible/Unknown,16
6/15/2020,Property Damage Only,86
6/15/2020,Minor Injury,17
6/15/2020,Major Injury,3
6/15/2020,Fatal,1
6/15/2020,Possible/Unknown,24
6/16/2020,Property Damage Only,105
6/16/2020,Minor Injury,15
6/16/2020,Major Injury,4
6/16/2020,Fatal,1
6/16/2020,Possible/Unknown,20
6/17/2020,Property Damage Only,91
6/17/2020,Minor Injury,16
6/17/2020,Major Injury,3
6/17/2020,Possible/Unknown,23
6/18/2020,Property Damage Only,101
6/18/2020,Minor Injury,11
6/18/2020,Major Injury,4
6/18/2020,Fatal,3
6/18/2020,Possible/Unknown,21
6/19/2020,Property Damage Only,101
6/19/2020,Minor Injury,19
6/19/2020,Major Injury,6
6/19/2020,Possible/Unknown,27
6/20/2020,Property Damage Only,77
6/20/2020,Minor Injury,13
6/20/2020,Major Injury,6
6/20/2020,Fatal,3
6/20/2020,Possible/Unknown,16
6/21/2020,Property Damage Only,80
6/21/2020,Minor Injury,13
6/21/2020,Major Injury,4
6/21/2020,Possible/Unknown,15
6/22/2020,Property Damage Only,100
6/22/2020,Minor Injury,12
6/22/2020,Major Injury,2
6/22/2020,Fatal,1
6/22/2020,Possible/Unknown,23
6/23/2020,Property Damage Only,76
6/23/2020,Minor Injury,12
6/23/2020,Major Injury,1
6/23/2020,Fatal,1
6/23/2020,Possible/Unknown,23
6/24/2020,Property Damage Only,87
6/24/2020,Minor Injury,19
6/24/2020,Major Injury,7
6/24/2020,Possible/Unknown,18
6/25/2020,Property Damage Only,80
6/25/2020,Minor Injury,14
6/25/2020,Major Injury,2
6/25/2020,Fatal,1
6/25/2020,Possible/Unknown,23
6/26/2020,Property Damage Only,89
6/26/2020,Minor Injury,11
6/26/2020,Major Injury,5
6/26/2020,Fatal,1
6/26/2020,Possible/Unknown,22
6/27/2020,Property Damage Only,91
6/27/2020,Minor Injury,20
6/27/2020,Major Injury,4
6/27/2020,Possible/Unknown,21
6/28/2020,Property Damage Only,63
6/28/2020,Minor Injury,13
6/28/2020,Major Injury,6
6/28/2020,Fatal,1
6/28/2020,Possible/Unknown,17
6/29/2020,Property Damage Only,98
6/29/2020,Minor Injury,20
6/29/2020,Major Injury,6
6/29/2020,Fatal,1
6/29/2020,Possible/Unknown,15
6/30/2020,Property Damage Only,95
6/30/2020,Minor Injury,13
6/30/2020,Major Injury,5
6/30/2020,Fatal,1
6/30/2020,Possible/Unknown,15
7/1/2020,Property Damage Only,108
7/1/2020,Minor Injury,11
7/1/2020,Possible/Unknown,24
7/2/2020,Property Damage Only,119
7/2/2020,Minor Injury,18
7/2/2020,Major Injury,6
7/2/2020,Fatal,1
7/2/2020,Possible/Unknown,28
7/3/2020,Property Damage Only,84
7/3/2020,Minor Injury,14
7/3/2020,Major Injury,3
7/3/2020,Possible/Unknown,21
7/4/2020,Property Damage Only,64
7/4/2020,Minor Injury,15
7/4/2020,Major Injury,5
7/4/2020,Possible/Unknown,21
7/5/2020,Property Damage Only,70
7/5/2020,Minor Injury,9
7/5/2020,Major Injury,5
7/5/2020,Fatal,2
7/5/2020,Possible/Unknown,21
7/6/2020,Property Damage Only,89
7/6/2020,Minor Injury,11
7/6/2020,Major Injury,4
7/6/2020,Possible/Unknown,33
7/7/2020,Property Damage Only,99
7/7/2020,Minor Injury,16
7/7/2020,Fatal,1
7/7/2020,Possible/Unknown,21
7/8/2020,Property Damage Only,84
7/8/2020,Minor Injury,16
7/8/2020,Major Injury,4
7/8/2020,Fatal,3
7/8/2020,Possible/Unknown,24
7/9/2020,Property Damage Only,96
7/9/2020,Minor Injury,17
7/9/2020,Major Injury,3
7/9/2020,Fatal,1
7/9/2020,Possible/Unknown,28
7/10/2020,Property Damage Only,87
7/10/2020,Minor Injury,24
7/10/2020,Major Injury,5
7/10/2020,Fatal,2
7/10/2020,Possible/Unknown,26
7/11/2020,Property Damage Only,85
7/11/2020,Minor Injury,18
7/11/2020,Major Injury,4
7/11/2020,Fatal,1
7/11/2020,Possible/Unknown,22
7/12/2020,Property Damage Only,58
7/12/2020,Minor Injury,20
7/12/2020,Major Injury,3
7/12/2020,Possible/Unknown,14
7/13/2020,Property Damage Only,71
7/13/2020,Minor Injury,12
7/13/2020,Major Injury,2
7/13/2020,Fatal,1
7/13/2020,Possible/Unknown,22
7/14/2020,Property Damage Only,81
7/14/2020,Minor Injury,13
7/14/2020,Fatal,1
7/14/2020,Possible/Unknown,24
7/15/2020,Property Damage Only,84
